fol_id	fol_chromosome	fol_chromosome_class	fol_start	fol_end	fo47_id	fo47_chromosome	fo47_chromosome_class	fo47_start	fo47_end	alignment_length_bp	percent_identity	orientation
NC_030987.1	2	core	3190052	3288908	NC_072843.1	IV	core	1410424	1509344	98857	98.9800	opposite
NC_030987.1	2	core	3520475	3576624	NC_072843.1	IV	core	1122951	1179084	56150	98.6900	opposite
NC_030987.1	2	core	3576780	3639219	NC_072843.1	IV	core	1060344	1122796	62440	99.1300	opposite
NC_030987.1	2	core	3639344	3743849	NC_072843.1	IV	core	955720	1060221	104506	99.2100	opposite
NC_030987.1	2	core	3818973	3895057	NC_072843.1	IV	core	804527	880589	76085	99.1100	opposite
NC_030987.1	2	core	3976818	4033039	NC_072843.1	IV	core	667046	723259	56222	98.7300	opposite
NC_030987.1	2	core	4051432	4109662	NC_072843.1	IV	core	590571	648786	58231	98.7600	opposite
NC_030987.1	2	core	4192973	4265897	NC_072843.1	IV	core	434011	506967	72925	98.3300	opposite
NC_030987.1	2	core	4386817	4439837	NC_072843.1	IV	core	286366	339392	53021	98.9700	opposite
NC_030989.1	4	core	431515	482329	NC_072841.1	II	core	4804747	4855500	50815	98.7100	opposite
NC_030989.1	4	core	510996	562267	NC_072841.1	II	core	4725452	4776540	51272	98.2900	opposite
NC_030989.1	4	core	594078	685358	NC_072841.1	II	core	4603786	4695080	91281	99.2000	opposite
NC_030989.1	4	core	706228	756728	NC_072841.1	II	core	4532111	4582620	50501	98.5800	opposite
NC_030989.1	4	core	757448	883869	NC_072841.1	II	core	4405725	4532114	126422	99.0400	opposite
NC_030989.1	4	core	915325	971545	NC_072841.1	II	core	4317874	4374091	56221	99.1700	opposite
NC_030989.1	4	core	976552	1035713	NC_072841.1	II	core	4253344	4312463	59162	99.0700	opposite
NC_030989.1	4	core	1069632	1171244	NC_072841.1	II	core	4117756	4219406	101613	98.9700	opposite
NC_030989.1	4	core	1304636	1367001	NC_072841.1	II	core	3923763	3986121	62366	98.9400	opposite
NC_030989.1	4	core	1367961	1437465	NC_072841.1	II	core	3853435	3922880	69505	98.9900	opposite
NC_030989.1	4	core	1444600	1602852	NC_072841.1	II	core	3689228	3847321	158253	98.9900	opposite
NC_030989.1	4	core	1642393	1721090	NC_072841.1	II	core	3571222	3649879	78698	99.2000	opposite
NC_030989.1	4	core	1721154	1795353	NC_072841.1	II	core	3496944	3571231	74200	99.0600	opposite
NC_030989.1	4	core	1810815	1949030	NC_072841.1	II	core	3343605	3481787	138216	99.0000	opposite
NC_030989.1	4	core	1949338	2013103	NC_072841.1	II	core	3279396	3343125	63766	99.1100	opposite
NC_030989.1	4	core	2013318	2071950	NC_072841.1	II	core	3220583	3279169	58633	99.2600	opposite
NC_030989.1	4	core	2071951	2243201	NC_072841.1	II	core	3049473	3220632	171251	99.1300	opposite
NC_030989.1	4	core	2522293	2619044	NC_072841.1	II	core	2625073	2721847	96752	98.2900	opposite
NC_030989.1	4	core	2682999	2739931	NC_072841.1	II	core	2500900	2557849	56933	98.5500	opposite
NC_030989.1	4	core	2880482	2930761	NC_072841.1	II	core	2298345	2348620	50280	98.2700	opposite
NC_030989.1	4	core	3330046	3460673	NC_072841.1	II	core	1801162	1931679	130628	98.4900	opposite
NC_030989.1	4	core	3694831	3749282	NC_072841.1	II	core	1509946	1564391	54452	99.2300	opposite
NC_030989.1	4	core	4129830	4195061	NC_072841.1	II	core	1064318	1129495	65232	98.6800	opposite
NC_030989.1	4	core	4272568	4350128	NC_072841.1	II	core	910271	987799	77561	98.8500	opposite
NC_030989.1	4	core	4353441	4415960	NC_072841.1	II	core	844129	906678	62520	99.2000	opposite
NC_030989.1	4	core	4416107	4502197	NC_072841.1	II	core	758039	844119	86091	99.1800	opposite
NC_030990.1	5	core	483330	553386	NC_072842.1	III	core	4385467	4455459	70057	97.8500	opposite
NC_030990.1	5	core	593430	661045	NC_072842.1	III	core	4278121	4345775	67616	98.0600	opposite
NC_030990.1	5	core	663963	726629	NC_072842.1	III	core	4215382	4278139	62667	98.5300	opposite
NC_030990.1	5	core	763529	819839	NC_072842.1	III	core	4125191	4181545	56311	98.7400	opposite
NC_030990.1	5	core	880110	936144	NC_072842.1	III	core	3964013	4019971	56035	99.1700	opposite
NC_030990.1	5	core	936291	1077391	NC_072842.1	III	core	3822799	3963882	141101	99.1100	opposite
NC_030990.1	5	core	1158896	1251209	NC_072842.1	III	core	3652540	3744805	92314	98.9800	opposite
NC_030990.1	5	core	1328707	1388413	NC_072842.1	III	core	3516666	3576386	59707	99.0900	opposite
NC_030990.1	5	core	1522685	1599213	NC_072842.1	III	core	3307306	3383818	76529	99.0400	opposite
NC_030990.1	5	core	1660909	1743620	NC_072842.1	III	core	3158803	3241422	82712	99.1000	opposite
NC_030990.1	5	core	1779182	1851190	NC_072842.1	III	core	3051654	3123599	72009	99.1400	opposite
NC_030990.1	5	core	2036215	2099290	NC_072842.1	III	core	2808793	2871924	63076	98.9400	opposite
NC_030990.1	5	core	2200610	2254821	NC_072842.1	III	core	2654269	2708504	54212	99.2200	opposite
NC_030990.1	5	core	2467273	2526183	NC_072842.1	III	core	2385884	2444824	58911	99.1800	opposite
NC_030990.1	5	core	2666820	2726244	NC_072842.1	III	core	2187379	2246783	59425	99.1000	opposite
NC_030990.1	5	core	2726237	2783909	NC_072842.1	III	core	2129307	2186961	57673	99.1600	opposite
NC_030990.1	5	core	2784337	2836751	NC_072842.1	III	core	2076131	2128534	52415	99.2300	opposite
NC_030990.1	5	core	2836867	2889670	NC_072842.1	III	core	2023279	2076026	52804	99.3400	opposite
NC_030990.1	5	core	2918055	3053866	NC_072842.1	III	core	1859623	1995376	135812	99.0700	opposite
NC_030990.1	5	core	3088324	3201469	NC_072842.1	III	core	1712218	1825318	113146	99.1000	opposite
NC_030990.1	5	core	3273803	3398310	NC_072842.1	III	core	1517186	1641447	124508	99.2300	opposite
NC_030990.1	5	core	3439848	3491487	NC_072842.1	III	core	1424122	1475736	51640	99.0200	opposite
NC_030990.1	5	core	3662393	3724787	NC_072842.1	III	core	1190170	1252530	62395	99.2100	opposite
NC_030990.1	5	core	3744691	3813655	NC_072842.1	III	core	1101220	1170215	68965	99.0400	opposite
NC_030990.1	5	core	3839943	3937041	NC_072842.1	III	core	978046	1075212	97099	98.9800	opposite
NC_030990.1	5	core	4321371	4395156	NC_072842.1	III	core	522221	595869	73786	98.4600	opposite
NC_030990.1	5	core	4538577	4595695	NC_072842.1	III	core	320298	377184	57119	96.6600	opposite
NC_030992.1	7	core	291225	342356	NC_072844.1	V	core	326935	378122	51132	97.3800	same
NC_030992.1	7	core	922266	986814	NC_072844.1	V	core	952150	1016704	64549	98.7500	same
NC_030992.1	7	core	1026596	1082774	NC_072844.1	V	core	1056343	1112459	56179	99.1200	same
NC_030992.1	7	core	1082825	1134883	NC_072844.1	V	core	1112456	1164486	52059	99.0300	same
NC_030992.1	7	core	1135874	1205623	NC_072844.1	V	core	1165471	1235243	69750	98.7300	same
NC_030992.1	7	core	1251319	1320174	NC_072844.1	V	core	1280955	1349855	68856	99.0400	same
NC_030992.1	7	core	1361543	1419644	NC_072844.1	V	core	1391177	1449263	58102	99.1600	same
NC_030992.1	7	core	1502041	1562016	NC_072844.1	V	core	1532545	1592494	59976	99.1800	same
NC_030992.1	7	core	1871529	1921753	NC_072844.1	V	core	1898063	1948239	50225	98.7900	same
NC_030992.1	7	core	2004978	2056067	NC_072844.1	V	core	2031443	2082476	51090	99.1200	same
NC_030992.1	7	core	2077849	2138185	NC_072844.1	V	core	2102058	2162392	60337	99.1900	same
NC_030992.1	7	core	2138218	2234847	NC_072844.1	V	core	2162385	2259070	96630	99.0300	same
NC_030992.1	7	core	2286018	2340582	NC_072844.1	V	core	2343385	2397949	54565	99.0700	same
NC_030992.1	7	core	2424433	2509884	NC_072844.1	V	core	2482273	2567644	85452	99.2400	same
NC_030992.1	7	core	2603805	2688630	NC_072844.1	V	core	2661551	2746293	84826	99.2000	same
NC_030992.1	7	core	2689633	2754735	NC_072844.1	V	core	2788141	2853239	65103	99.0000	same
NC_030992.1	7	core	2786940	2928601	NC_072844.1	V	core	2885398	3027074	141662	98.9100	same
NC_030992.1	7	core	3031684	3101377	NC_072844.1	V	core	3129568	3199238	69694	98.7500	same
NC_030992.1	7	core	3160595	3216380	NC_072844.1	V	core	3256262	3312040	55786	98.9900	same
NC_030992.1	7	core	3216725	3292051	NC_072844.1	V	core	3312157	3387471	75327	99.1600	same
NC_030992.1	7	core	3340202	3439544	NC_072844.1	V	core	3434900	3534178	99343	99.2600	same
NC_030992.1	7	core	3504493	3569254	NC_072844.1	V	core	3598794	3663520	64762	99.3800	same
NC_030992.1	7	core	3648036	3726767	NC_072844.1	V	core	3741287	3819934	78732	98.7200	same
NC_030992.1	7	core	3757232	3870835	NC_072844.1	V	core	3850102	3963630	113604	98.7100	same
NC_030993.1	8	core	27079	78275	NC_072845.1	VI	core	4167733	4218875	51197	98.1700	opposite
NC_030993.1	8	core	1022289	1097650	NC_072845.1	VI	core	3184662	3260027	75362	98.8200	opposite
NC_030993.1	8	core	1271216	1333406	NC_072845.1	VI	core	2949593	3011734	62191	99.2400	opposite
NC_030993.1	8	core	1427336	1502932	NC_072845.1	VI	core	2780538	2856164	75597	99.2600	opposite
NC_030993.1	8	core	1670892	1725783	NC_072845.1	VI	core	2560058	2614863	54892	99.2000	opposite
NC_030993.1	8	core	1951885	2064226	NC_072845.1	VI	core	2223582	2336000	112342	99.0700	opposite
NC_030993.1	8	core	2064593	2242236	NC_072845.1	VI	core	2045988	2223581	177644	99.0500	opposite
NC_030993.1	8	core	2272416	2349361	NC_072845.1	VI	core	1939729	2016705	76946	99.1200	opposite
NC_030993.1	8	core	2351718	2418803	NC_072845.1	VI	core	1870336	1937426	67086	99.2300	opposite
NC_030993.1	8	core	2573512	2628074	NC_072845.1	VI	core	1660858	1715495	54563	98.8800	opposite
NC_030993.1	8	core	3030743	3140412	NC_072845.1	VI	core	1136756	1246387	109670	99.1100	opposite
NC_030993.1	8	core	3183618	3302917	NC_072845.1	VI	core	974293	1093597	119300	98.9600	opposite
NC_030994.1	9	core	479727	589370	NC_072847.1	VIII	core	733942	843551	109644	98.5600	same
NC_030994.1	9	core	610467	680336	NC_072847.1	VIII	core	862015	931886	69870	98.9600	same
NC_030994.1	9	core	880705	961369	NC_072847.1	VIII	core	1128459	1209119	80665	98.9700	same
NC_030994.1	9	core	961368	1029903	NC_072847.1	VIII	core	1211313	1279801	68536	99.1700	same
NC_030994.1	9	core	1032151	1175224	NC_072847.1	VIII	core	1281631	1424647	143074	99.1200	same
NC_030994.1	9	core	1175467	1273299	NC_072847.1	VIII	core	1424948	1522760	97833	99.1400	same
NC_030994.1	9	core	1292541	1344796	NC_072847.1	VIII	core	1542097	1594350	52256	99.2300	same
NC_030994.1	9	core	1369857	1430289	NC_072847.1	VIII	core	1619208	1679663	60433	99.1400	same
NC_030994.1	9	core	1651035	1763153	NC_072847.1	VIII	core	1897422	2009492	112119	99.1400	same
NC_030994.1	9	core	2020011	2093396	NC_072847.1	VIII	core	2328094	2401497	73386	99.3100	same
NC_030994.1	9	core	2180633	2311317	NC_072847.1	VIII	core	2488245	2618823	130685	99.0200	same
NC_030994.1	9	core	2311416	2421523	NC_072847.1	VIII	core	2618964	2728916	110108	99.0100	same
NC_030994.1	9	core	3164216	3214215	NC_072847.1	VIII	core	3418058	3468039	50000	98.1600	same
NC_030994.1	9	core	3216483	3301569	NC_072847.1	VIII	core	3468040	3553065	85087	98.1100	same
NC_030995.1	10	core	270715	320723	NC_072848.1	IX	core	607958	657955	50009	98.1400	same
NC_030995.1	10	core	395354	462366	NC_072848.1	IX	core	732258	799323	67013	98.6800	same
NC_030995.1	10	core	469188	570940	NC_072848.1	IX	core	805285	907067	101753	98.6700	same
NC_030995.1	10	core	674108	770678	NC_072848.1	IX	core	1031100	1127655	96571	99.1700	same
NC_030995.1	10	core	848938	914406	NC_072848.1	IX	core	1194349	1259799	65469	99.1100	same
NC_030995.1	10	core	914397	974570	NC_072848.1	IX	core	1260604	1320721	60174	99.1000	same
NC_030995.1	10	core	974788	1033668	NC_072848.1	IX	core	1320821	1379631	58881	99.0900	same
NC_030995.1	10	core	1066939	1153742	NC_072848.1	IX	core	1412693	1499741	86804	98.9400	same
NC_030995.1	10	core	1178204	1230696	NC_072848.1	IX	core	1563990	1616484	52493	99.3500	same
NC_030995.1	10	core	1261822	1333810	NC_072848.1	IX	core	1647594	1719582	71989	99.1200	same
NC_030995.1	10	core	1408747	1618413	NC_072848.1	IX	core	1794240	2003749	209667	99.1200	same
NC_030995.1	10	core	1618448	1727293	NC_072848.1	IX	core	2003747	2112474	108846	99.1800	same
NC_030995.1	10	core	1869125	1947018	NC_072848.1	IX	core	2244116	2322016	77894	98.8200	same
NC_030995.1	10	core	2007174	2081776	NC_072848.1	IX	core	2385404	2459879	74603	98.2700	same
NC_030995.1	10	core	2158931	2210565	NC_072848.1	IX	core	2534932	2586592	51635	98.2500	same
NC_030995.1	10	core	2303840	2362733	NC_072848.1	IX	core	2672628	2731385	58894	98.0100	same
NC_030996.1	11	core	86179	141840	NC_072849.1	X	core	2236802	2292437	55662	97.5100	opposite
NC_030996.1	11	core	216108	302652	NC_072849.1	X	core	2071647	2158148	86545	97.9100	opposite
NC_030996.1	11	core	495148	557837	NC_072849.1	X	core	1767337	1830023	62690	98.6100	opposite
NC_030996.1	11	core	558785	610480	NC_072849.1	X	core	1715467	1767156	51696	97.5900	opposite
NC_030996.1	11	core	696512	748118	NC_072849.1	X	core	1576174	1627707	51607	98.0400	opposite
NC_030996.1	11	core	748118	801112	NC_072849.1	X	core	1522969	1576015	52995	98.6200	opposite
NC_030996.1	11	core	869959	926391	NC_072849.1	X	core	1402008	1458399	56433	98.5600	opposite
NC_030996.1	11	core	976745	1026793	NC_072849.1	X	core	1304747	1354754	50049	98.6200	opposite
NC_030996.1	11	core	1120501	1193651	NC_072849.1	X	core	1141070	1214083	73151	98.3700	opposite
NC_030996.1	11	core	1535581	1611425	NC_072849.1	X	core	736925	812738	75845	98.2900	opposite
NC_030996.1	11	core	1776750	1847790	NC_072849.1	X	core	504614	575622	71041	98.1600	opposite
NC_030996.1	11	core	1957484	2008800	NC_072849.1	X	core	363619	414880	51317	97.3900	opposite
NC_030997.1	12	core	336002	423975	NC_072850.1	XI	core	807432	895368	87974	98.3400	same
NC_030997.1	12	core	484091	564332	NC_072850.1	XI	core	953343	1033624	80242	98.3700	same
NC_030997.1	12	core	844384	920694	NC_072850.1	XI	core	1313472	1389832	76311	97.6900	same
NC_030997.1	12	core	1006414	1063238	NC_072850.1	XI	core	1471438	1528232	56825	98.5700	same
NC_030997.1	12	core	1225434	1283385	NC_072850.1	XI	core	1679230	1737185	57952	98.5100	same
NC_030998.1	13	core	215753	267002	NC_072851.1	XII	core	2008540	2059750	51250	97.9600	opposite
NC_030998.1	13	core	494050	584620	NC_072851.1	XII	core	1683793	1774292	90571	97.9900	opposite
NC_030998.1	13	core	735203	812284	NC_072851.1	XII	core	1459105	1536093	77082	98.0600	opposite
NC_030998.1	13	core	1021514	1092303	NC_072851.1	XII	core	1180613	1251403	70790	98.2900	opposite
NC_030998.1	13	core	1179142	1265079	NC_072851.1	XII	core	1011088	1096977	85938	98.6100	opposite
NC_030998.1	13	core	1470926	1545553	NC_072851.1	XII	core	687574	762258	74628	98.2700	opposite
